"pic","word","condition","rt","accuracy","participant"
"hat","coal","mediated",810.1814,1,14
"tie","sock","category",659.5238,1,14
"couch","bed","category",750.3175,1,14
"lake","mouse","mediated",810.1814,1,14
"sheep","pig","category",646.5533,1,14
"camel","horse","category",725.3741,1,14
"mountain","lace","mediated",688.458,1,14
"flute","whiskey","mediated",541.7914,1,14
"plane","ship","category",762.2902,1,14
"hammer","drip","mediated",575.7143,1,14
"camel","plane","unrelated_cat",668.5034,1,14
"hand","carriage","unrelated_med",521.8367,1,14
"carrot","beach","mediated",591.678,1,14
"table","coal","unrelated_med",755.3061,1,14
"horse","ship","unrelated_cat",755.3061,1,14
"fork","coat","unrelated_cat",641.5646,1,14
"whistle","mood","unrelated_med",585.6916,1,14
"beans","ear","unrelated_cat",730.3628,1,14
"sock","whiskey","unrelated_med",626.5986,1,14
"hand","sheep","unrelated_cat",498.8889,1,14
"drum","mouse","unrelated_med",672.4943,1,14
"moon","plant","unrelated_med",634.5805,1,14
"beans","carriage","mediated",588.6848,1,14
"sock","tie","category",968.8209,1,14
"mouth","hanger","mediated",683.4694,1,14
"chair","tablet","mediated",633.5828,1,14
"moon","star","category",598.6621,1,14
"truck","chain","unrelated_med",622.6077,1,14
"couch","lake","unrelated_cat",697.4376,1,14
"tie","soap","mediated",527.8231,1,14
"hammer","drill","category",644.5578,1,14
"lake","chair","unrelated_cat",748.322,1,14
"harp","drum","category",544.7846,1,14
"bed","count","mediated",832.1315,1,14
"mouth","tie","unrelated_cat",564.7392,1,14
"leg","ear","category",789.229,1,14
"beans","hamper","unrelated_med",551.7687,1,14
"moon","table","unrelated_cat",531.8141,1,14
"flute","stalk","unrelated_med",639.5692,1,14
"mouth","hand","category",505.873,1,14
"ear","leg","category",597.6644,1,14
"star","truffle","unrelated_med",615.6236,1,14
"plane","hat","unrelated_cat",638.5714,1,14
"coat","harbour","unrelated_med",629.5918,1,14
"drum","harp","category",575.7143,1,14
"ship","drum","unrelated_cat",665.5102,1,14
"couch","bell","mediated",774.263,1,14
"hand","mouth","category",538.7982,1,14
"car","hand","unrelated_cat",482.9252,1,14
"drum","pear","unrelated_cat",480.9297,1,14
"bed","soap","unrelated_med",700.4308,1,14
"horse","camera","mediated",560.7483,1,14
"fork","knife","category",NA,0,14
"whistle","flute","category",462.9705,1,14
"leg","beans","unrelated_cat",563.7415,1,14
"hand","mound","mediated",486.9161,1,14
"ear","couch","unrelated_cat",568.7302,1,14
"hammer","pig","unrelated_cat",722.381,1,14
"coat","ham","mediated",516.8481,1,14
"pear","lemming","mediated",515.8503,1,14
"knife","camel","unrelated_cat",565.737,1,14
"chair","moon","unrelated_cat",607.6417,0,14
"ear","legend","mediated",572.7211,1,14
"tie","hammer","unrelated_cat",491.9048,1,14
"drill","hammer","category",696.4399,1,14
"beans","carrot","category",541.7914,1,14
"plane","count","unrelated_med",816.1678,1,14
"hat","coat","category",554.7619,1,14
"lake","mountain","category",673.4921,1,14
"harp","drug","mediated",527.8231,1,14
"ship","bell","unrelated_med",586.6893,1,14
"pear","lemon","category",450.9977,1,14
"chair","moon","unrelated_cat",1138.4354,0,15
"drum","mouse","unrelated_med",839.1156,1,15
"sock","knife","unrelated_cat",579.7052,1,15
"couch","bed","category",927.9138,1,15
"table","coal","unrelated_med",888.0045,1,15
"chair","ham","unrelated_med",775.2608,1,15
"pear","lemon","category",721.3832,1,15
"horse","ship","unrelated_cat",961.8367,0,15
"couch","tide","unrelated_med",867.0522,1,15
"ship","bell","unrelated_med",571.7234,1,15
"leg","ear","category",625.6009,1,15
"mouth","hanger","mediated",695.4422,1,15
"pig","truck","unrelated_cat",602.6531,1,15
"truck","mouth","unrelated_cat",595.6689,1,15
"mountain","shin","unrelated_med",1065.6009,1,15
"pear","fort","unrelated_med",679.4785,1,15
"couch","bell","mediated",748.322,1,15
"drum","harbour","mediated",660.5215,1,15
"camel","legend","unrelated_med",832.1315,1,15
"lake","card","unrelated_med",674.4898,1,15
"truck","car","category",584.6939,1,15
"flute","whiskey","mediated",608.6395,1,15
"hand","mouth","category",543.7868,1,15
"ship","plane","category",525.8277,1,15
"hat","coal","mediated",623.6054,1,15
"mouth","hand","category",566.7347,1,15
"couch","lake","unrelated_cat",535.805,1,15
"hand","sheep","unrelated_cat",485.9184,1,15
"lake","mouse","mediated",577.7098,1,15
"hat","drug","unrelated_med",593.6735,1,15
"carrot","beach","mediated",571.7234,1,15
"lemon","whistle","unrelated_cat",634.5805,1,15
"harp","drum","category",663.5147,1,15
"car","hand","unrelated_cat",545.7823,1,15
"hat","drill","unrelated_cat",565.737,1,15
"ear","leg","category",563.7415,1,15
"coat","ham","mediated",677.483,1,15
"lemon","knight","unrelated_med",627.5964,1,15
"harp","drug","mediated",556.7574,1,15
"leg","beans","unrelated_cat",613.6281,1,15
"mountain","lake","category",1044.6485,1,15
"ear","couch","unrelated_cat",720.3855,1,15
"beans","ear","unrelated_cat",610.6349,1,15
"truck","card","mediated",545.7823,1,15
"star","bed","unrelated_cat",609.6372,1,15
"camel","plane","unrelated_cat",587.6871,1,15
"ear","legend","mediated",573.7188,1,15
"bed","soap","unrelated_med",698.4354,1,15
"hand","carriage","unrelated_med",525.8277,1,15
"pear","lemming","mediated",678.4807,1,15
"hammer","pig","unrelated_cat",663.5147,1,15
"sheep","pig","category",634.5805,1,15
"tie","fluid","unrelated_med",596.6667,1,15
"star","moon","category",852.0862,1,15
"lake","chair","unrelated_cat",689.4558,1,15
"ear","pearl","unrelated_med",714.3991,1,15
"coat","fork","unrelated_cat",649.5465,1,15
"moon","plant","unrelated_med",828.1406,1,15
"drill","sheet","unrelated_med",625.6009,1,15
"plane","shin","mediated",447.0068,1,15
"mountain","flute","unrelated_cat",624.6032,1,15
"sheep","hanger","unrelated_med",521.8367,1,15
"moon","stalk","mediated",619.6145,1,15
"flute","sock","unrelated_cat",685.4649,1,15
"plane","count","unrelated_med",626.5986,1,15
"fork","knife","category",758.2993,1,15
"leg","lemming","unrelated_med",727.3696,1,15
"drum","pear","unrelated_cat",932.9025,1,15
"knife","camel","unrelated_cat",705.4195,1,15
"harp","lace","unrelated_med",528.8209,1,15
"tie","hammer","unrelated_cat",643.5601,1,15
"moon","table","unrelated_cat",528.8209,1,15
"hat","coat","category",715.3968,1,15
"car","truffle","mediated",559.7506,1,15
"sheep","pill","mediated",552.7664,1,15
"drill","horse","unrelated_cat",585.6916,1,15
"lake","mountain","category",698.4354,1,15
"knife","fort","mediated",604.6485,1,15
"carrot","beans","category",634.5805,1,15
"beans","carriage","mediated",613.6281,1,15
"horse","camera","mediated",830.1361,1,15
"pear","harp","unrelated_cat",653.5374,1,15
"mouth","beach","unrelated_med",593.6735,1,15
"sock","tie","category",507.8685,1,15
"whistle","mood","unrelated_med",643.5601,1,15
"fork","house","unrelated_med",631.5873,1,15
"carrot","leg","unrelated_cat",629.5918,1,15
"horse","camel","category",566.7347,1,15
"mouth","tie","unrelated_cat",569.7279,1,15
"whistle","flute","category",560.7483,1,15
"lemon","pear","category",652.5397,1,15
"hammer","drip","mediated",702.4263,1,15
"tie","soap","mediated",705.4195,1,15
"beans","hamper","unrelated_med",624.6032,1,15
"star","mood","mediated",644.5578,1,15
"leg","earth","mediated",603.6508,1,15
"table","star","unrelated_cat",676.4853,1,15
"carrot","drip","unrelated_med",645.5556,1,15
"beans","carrot","category",626.5986,1,15
"car","truck","category",573.7188,1,15
"drill","hamper","mediated",667.5057,1,15
"coat","hat","category",576.712,1,15
"table","chain","mediated",560.7483,1,15
"bed","mountain","unrelated_cat",606.644,1,15
"flute","stalk","unrelated_med",640.5669,1,15
"hammer","pill","unrelated_med",504.8753,1,15
"chair","tablet","mediated",1137.4376,1,15
"whistle","fluid","mediated",772.2676,1,15
"bed","couch","category",616.6213,1,15
"flute","whistle","category",555.7596,0,15
"knife","camera","unrelated_med",702.4263,1,15
"camel","house","mediated",779.2517,1,15
"pig","sheet","mediated",701.4286,1,15
"car","tablet","unrelated_med",636.576,1,15
"truck","chain","unrelated_med",621.61,1,15
"hand","mound","mediated",616.6213,1,15
"fork","knight","mediated",895.9864,1,15
"pig","sheep","category",999.7506,1,15
"whistle","carrot","unrelated_cat",815.1701,1,15
"ship","drum","unrelated_cat",557.7551,1,15
"lemon","pearl","mediated",677.483,1,15
"fork","coat","unrelated_cat",1190.3175,1,15
"moon","star","category",782.2449,1,15
"pig","mound","unrelated_med",634.5805,1,15
"bed","count","mediated",670.4989,1,15
"knife","fork","category",962.8345,1,15
"drum","harp","category",746.3265,1,15
"plane","hat","unrelated_cat",601.6553,1,15
"camel","horse","category",673.4921,1,15
"star","truffle","unrelated_med",744.3311,1,15
"hammer","drill","category",702.4263,1,15
"sheep","car","unrelated_cat",642.5624,1,15
"chair","table","category",682.4717,1,15
"sock","tide","mediated",786.2358,1,15
"drill","hammer","category",574.7166,1,15
"mountain","lace","mediated",842.1088,1,15
"ship","plant","mediated",630.5896,1,15
"tie","sock","category",690.4535,1,15
"horse","earth","unrelated_med",795.2154,1,15
"coat","harbour","unrelated_med",698.4354,1,15
"plane","ship","category",728.3673,1,15
"table","chair","category",648.5488,1,15
"harp","lemon","unrelated_cat",585.6916,1,15
"sock","whiskey","unrelated_med",703.424,1,15
"mountain","flute","unrelated_cat",1525.5556,0,16
"ship","plane","category",1288.0952,0,16
"hammer","drill","category",652.5397,0,16
"tie","soap","mediated",893.9909,1,16
"harp","drug","mediated",629.5918,1,16
"chair","moon","unrelated_cat",1297.0748,1,16
"pig","mound","unrelated_med",759.2971,1,16
"bed","soap","unrelated_med",989.7732,1,16
"flute","sock","unrelated_cat",953.8549,1,16
"knife","fork","category",869.0476,1,16
"mouth","hanger","mediated",1006.7347,1,16
"tie","fluid","unrelated_med",1417.8005,1,16
"mountain","lace","mediated",1002.7438,1,16
"sheep","car","unrelated_cat",NA,1,16
"carrot","drip","unrelated_med",849.093,1,16
"sock","whiskey","unrelated_med",950.8617,1,16
"tie","sock","category",1037.6644,1,16
"ship","plant","mediated",1083.5601,1,16
"knife","camel","unrelated_cat",768.2766,1,16
"horse","ship","unrelated_cat",814.1723,1,16
"mouth","beach","unrelated_med",780.2494,1,16
"carrot","leg","unrelated_cat",868.0499,1,16
"drum","harbour","mediated",992.7664,1,16
"pear","fort","unrelated_med",959.8413,1,16
"ear","couch","unrelated_cat",818.1633,1,16
"chair","ham","unrelated_med",1174.3537,1,16
"mouth","hand","category",1188.322,1,16
"star","mood","mediated",968.8209,1,16
"lemon","pear","category",1294.0816,1,16
"hat","coal","mediated",1057.619,1,16
"coat","hat","category",1084.5578,1,16
"table","chair","category",819.161,1,16
"star","bed","unrelated_cat",719.3878,1,16
"flute","whistle","category",636.576,1,16
"ship","bell","unrelated_med",NA,1,16
"harp","lace","unrelated_med",810.1814,1,16
"sheep","pill","mediated",723.3787,1,16
"lemon","whistle","unrelated_cat",923.9229,1,16
"knife","camera","unrelated_med",775.2608,1,16
"drum","harp","category",898.9796,1,16
"chair","table","category",858.0726,1,16
"horse","camera","mediated",675.4875,1,16
"car","truffle","mediated",751.3152,1,16
"truck","mouth","unrelated_cat",682.4717,1,16
"plane","shin","mediated",581.7007,1,16
"drum","pear","unrelated_cat",589.6825,1,16
"chair","tablet","mediated",1204.2857,1,16
"beans","carriage","mediated",1026.6893,1,16
"hat","drill","unrelated_cat",603.6508,1,16
"camel","legend","unrelated_med",897.9819,1,16
"hammer","pill","unrelated_med",1069.5918,1,16
"lemon","pearl","mediated",1021.7007,1,16
"hand","mouth","category",677.483,1,16
"truck","card","mediated",651.542,1,16
"leg","earth","mediated",908.9569,1,16
"moon","plant","unrelated_med",1045.6463,1,16
"horse","earth","unrelated_med",684.4671,1,16
"carrot","beans","category",773.2653,1,16
"ear","pearl","unrelated_med",632.585,1,16
"leg","lemming","unrelated_med",897.9819,1,16
"drill","hamper","mediated",1182.3356,1,16
"lake","chair","unrelated_cat",1064.6032,1,16
"harp","lemon","unrelated_cat",654.5351,1,16
"car","tablet","unrelated_med",861.0658,1,16
"ship","drum","unrelated_cat",NA,0,16
"hand","carriage","unrelated_med",987.7778,1,16
"table","coal","unrelated_med",1053.6281,1,16
"pear","harp","unrelated_cat",742.3356,1,16
"car","truck","category",598.6621,1,16
"beans","carrot","category",NA,1,16
"couch","bell","mediated",800.2041,1,16
"mouth","tie","unrelated_cat",746.3265,1,16
"bed","mountain","unrelated_cat",899.9773,1,16
"drum","mouse","unrelated_med",763.288,1,16
"beans","ear","unrelated_cat",1147.415,1,16
"coat","harbour","unrelated_med",787.2336,1,16
"hat","drug","unrelated_med",831.1338,1,16
"bed","couch","category",1084.5578,1,16
"hammer","pig","unrelated_cat",1412.8118,1,16
"table","star","unrelated_cat",1193.3107,1,16
"lake","mountain","category",830.1361,1,16
"camel","plane","unrelated_cat",639.5692,1,16
"drill","horse","unrelated_cat",956.8481,1,16
"sock","tie","category",595.6689,1,16
"ear","legend","mediated",693.4467,1,16
"fork","coat","unrelated_cat",728.3673,1,16
"mountain","lake","category",817.1655,1,16
"drill","hammer","category",662.517,1,16
"moon","table","unrelated_cat",1174.3537,1,16
"hammer","drip","mediated",910.9524,1,16
"leg","ear","category",697.4376,1,16
"whistle","carrot","unrelated_cat",833.1293,1,16
"lemon","knight","unrelated_med",701.4286,1,16
"flute","stalk","unrelated_med",915.941,1,16
"truck","car","category",979.7959,1,16
"pig","truck","unrelated_cat",638.5714,1,16
"knife","fort","mediated",1164.3764,1,16
"pear","lemon","category",962.8345,1,16
"sheep","pig","category",622.6077,1,16
"moon","stalk","mediated",1098.5261,1,16
"sock","tide","mediated",670.4989,1,16
"pig","sheep","category",689.4558,1,16
"camel","horse","category",717.3923,1,16
"leg","beans","unrelated_cat",679.4785,1,16
"fork","house","unrelated_med",525.8277,1,16
"couch","lake","unrelated_cat",901.9728,1,16
"truck","chain","unrelated_med",615.6236,1,16
"mountain","shin","unrelated_med",680.4762,1,16
"camel","house","mediated",741.3379,1,16
"moon","star","category",867.0522,1,16
"couch","bed","category",634.5805,1,16
"table","chain","mediated",946.8707,1,16
"whistle","mood","unrelated_med",1017.7098,1,16
"lake","card","unrelated_med",809.1837,1,16
"coat","ham","mediated",904.966,1,16
"fork","knight","mediated",561.746,1,16
"horse","camel","category",865.0567,1,16
"whistle","fluid","mediated",749.3197,0,16
"hand","sheep","unrelated_cat",636.576,1,16
"ear","leg","category",657.5283,1,16
"fork","knife","category",648.5488,1,16
"sheep","hanger","unrelated_med",525.8277,1,16
"pear","lemming","mediated",1124.4671,1,16
"lake","mouse","mediated",1047.6417,1,16
"plane","ship","category",866.0544,1,16
"beans","hamper","unrelated_med",1098.5261,1,16
"couch","tide","unrelated_med",973.8095,1,16
"flute","whiskey","mediated",816.1678,1,16
"car","hand","unrelated_cat",706.4172,1,16
"drill","sheet","unrelated_med",1217.2562,1,16
"plane","hat","unrelated_cat",785.2381,1,16
"star","moon","category",790.2268,1,16
"hat","coat","category",1078.5714,1,16
"sock","knife","unrelated_cat",719.3878,1,16
"hand","mound","mediated",645.5556,1,16
"coat","fork","unrelated_cat",1028.6848,1,16
"star","truffle","unrelated_med",740.3401,1,16
"pig","sheet","mediated",639.5692,1,16
"harp","drum","category",699.4331,1,16
"plane","count","unrelated_med",584.6939,1,16
"bed","count","mediated",1008.7302,1,16
"carrot","beach","mediated",628.5941,1,16
"tie","hammer","unrelated_cat",1295.0794,1,16
"whistle","flute","category",1063.6054,1,16
"hand","carriage","unrelated_med",1134.4444,0,17
"leg","lemming","unrelated_med",1367.9138,1,17
"table","chain","mediated",614.6259,0,17
"lemon","pearl","mediated",819.161,1,17
"pear","fort","unrelated_med",NA,0,17
"mountain","lace","mediated",1240.2041,0,17
"pig","mound","unrelated_med",1021.7007,1,17
"star","moon","category",636.576,1,17
"mouth","beach","unrelated_med",895.9864,1,17
"beans","hamper","unrelated_med",710.4082,1,17
"pear","lemming","mediated",627.5964,1,17
"couch","bed","category",1205.2834,1,17
"bed","soap","unrelated_med",729.3651,1,17
"mouth","hanger","mediated",574.7166,1,17
"tie","soap","mediated",695.4422,1,17
"mountain","shin","unrelated_med",856.0771,1,17
"camel","legend","unrelated_med",617.619,1,17
"truck","car","category",647.551,1,17
"knife","fort","mediated",667.5057,1,17
"hand","sheep","unrelated_cat",608.6395,1,17
"coat","fork","unrelated_cat",624.6032,1,17
"horse","camera","mediated",781.2472,1,17
"carrot","beach","mediated",603.6508,1,17
"hammer","pill","unrelated_med",865.0567,1,17
"knife","fork","category",624.6032,1,17
"beans","carriage","mediated",683.4694,1,17
"pig","truck","unrelated_cat",1233.22,1,17
"camel","house","mediated",823.1519,1,17
"plane","ship","category",1249.1837,1,17
"hand","mouth","category",709.4104,1,17
"couch","bell","mediated",635.5782,1,17
"tie","sock","category",895.9864,1,17
"lake","mountain","category",462.9705,1,17
"horse","ship","unrelated_cat",684.4671,1,17
"ship","plane","category",751.3152,1,17
"drill","sheet","unrelated_med",628.5941,1,17
"sock","whiskey","unrelated_med",855.0794,1,17
"hammer","pig","unrelated_cat",631.5873,1,17
"ear","couch","unrelated_cat",655.5329,1,17
"ship","bell","unrelated_med",696.4399,1,17
"lemon","whistle","unrelated_cat",653.5374,1,17
"carrot","leg","unrelated_cat",622.6077,1,17
"hammer","drip","mediated",982.7891,1,17
"table","chair","category",2094.263,0,17
"ear","pearl","unrelated_med",980.7937,1,17
"chair","moon","unrelated_cat",798.2086,0,17
"whistle","flute","category",693.4467,1,17
"mouth","tie","unrelated_cat",926.9161,1,17
"fork","house","unrelated_med",864.059,1,17
"ship","drum","unrelated_cat",656.5306,1,17
"chair","ham","unrelated_med",812.1769,0,17
"whistle","fluid","mediated",585.6916,1,17
"couch","tide","unrelated_med",840.1134,0,17
"tie","fluid","unrelated_med",605.6463,1,17
"car","truck","category",859.0703,1,17
"ear","leg","category",648.5488,1,17
"bed","count","mediated",643.5601,0,17
"star","truffle","unrelated_med",667.5057,1,17
"beans","carrot","category",814.1723,1,17
"car","truffle","mediated",NA,0,17
"hammer","drill","category",907.9592,1,17
"carrot","beans","category",847.0975,1,17
"fork","knight","mediated",724.3764,1,17
"table","star","unrelated_cat",1032.6757,0,17
"chair","table","category",1432.7664,0,17
"drill","horse","unrelated_cat",885.0113,1,17
"coat","hat","category",1027.6871,1,17
"harp","lemon","unrelated_cat",774.263,1,17
"bed","mountain","unrelated_cat",1512.585,1,17
"pear","lemon","category",1800.9297,0,17
"chair","tablet","mediated",1837.8458,0,17
"flute","sock","unrelated_cat",733.356,1,17
"drum","pear","unrelated_cat",761.2925,1,17
"bed","couch","category",748.322,1,17
"car","hand","unrelated_cat",587.6871,1,17
"sheep","car","unrelated_cat",1134.4444,1,17
"hat","drug","unrelated_med",651.542,1,17
"lake","chair","unrelated_cat",623.6054,1,17
"fork","knife","category",606.644,1,17
"horse","earth","unrelated_med",914.9433,1,17
"sheep","pig","category",1098.5261,1,17
"hat","coal","mediated",604.6485,1,17
"beans","ear","unrelated_cat",752.3129,1,17
"flute","stalk","unrelated_med",1154.3991,1,17
"lake","card","unrelated_med",827.1429,1,17
"fork","coat","unrelated_cat",622.6077,1,17
"pig","sheet","mediated",729.3651,1,17
"truck","chain","unrelated_med",1551.4966,1,17
"flute","whiskey","mediated",786.2358,1,17
"drum","harbour","mediated",583.6961,1,17
"harp","lace","unrelated_med",1268.1406,1,17
"coat","harbour","unrelated_med",817.1655,1,17
"pig","sheep","category",871.0431,1,17
"lemon","knight","unrelated_med",678.4807,1,17
"drum","mouse","unrelated_med",631.5873,1,17
"harp","drum","category",676.4853,1,17
"car","tablet","unrelated_med",658.5261,1,17
"truck","card","mediated",654.5351,1,17
"mountain","flute","unrelated_cat",1030.6803,1,17
"knife","camera","unrelated_med",642.5624,1,17
"drill","hamper","mediated",917.9365,1,17
"couch","lake","unrelated_cat",941.8821,1,17
"mouth","hand","category",811.1791,1,17
"plane","hat","unrelated_cat",782.2449,1,17
"knife","camel","unrelated_cat",704.4218,1,17
"hat","coat","category",568.7302,1,17
"table","coal","unrelated_med",1067.5964,0,17
"moon","star","category",848.0952,1,17
"hand","mound","mediated",609.6372,1,17
"truck","mouth","unrelated_cat",535.805,1,17
"leg","earth","mediated",846.0998,1,17
"drum","harp","category",582.6984,1,17
"whistle","carrot","unrelated_cat",613.6281,1,17
"pear","harp","unrelated_cat",762.2902,1,17
"sheep","hanger","unrelated_med",676.4853,1,17
"tie","hammer","unrelated_cat",577.7098,1,17
"drill","hammer","category",690.4535,1,17
"moon","table","unrelated_cat",1082.5624,1,17
"hat","drill","unrelated_cat",670.4989,1,17
"whistle","mood","unrelated_med",623.6054,1,17
"mountain","lake","category",1151.4059,1,17
"plane","shin","mediated",1035.6689,1,17
"moon","plant","unrelated_med",1006.7347,1,17
"sock","knife","unrelated_cat",571.7234,1,17
"leg","beans","unrelated_cat",755.3061,1,17
"sheep","pill","mediated",1086.5533,1,17
"plane","count","unrelated_med",1217.2562,1,17
"star","mood","mediated",705.4195,1,17
"ear","legend","mediated",675.4875,1,17
"flute","whistle","category",750.3175,1,17
"moon","stalk","mediated",1126.4626,1,17
"sock","tide","mediated",590.6803,1,17
"leg","ear","category",630.5896,1,17
"ship","plant","mediated",714.3991,1,17
"lake","mouse","mediated",715.3968,1,17
"carrot","drip","unrelated_med",865.0567,1,17
"sock","tie","category",605.6463,1,17
"camel","horse","category",683.4694,1,17
"star","bed","unrelated_cat",1155.3968,1,17
"harp","drug","mediated",691.4512,1,17
"coat","ham","mediated",680.4762,1,17
"lemon","pear","category",813.1746,1,17
"camel","plane","unrelated_cat",689.4558,1,17
"horse","camel","category",708.4127,1,17
"hand","carriage","unrelated_med",1001.746,0,18
"leg","lemming","unrelated_med",545.7823,1,18
"table","chain","mediated",1526.5533,1,18
"lemon","pearl","mediated",640.5669,1,18
"pear","fort","unrelated_med",552.7664,1,18
"mountain","lace","mediated",642.5624,1,18
"pig","mound","unrelated_med",638.5714,1,18
"star","moon","category",654.5351,1,18
"mouth","beach","unrelated_med",530.8163,1,18
"beans","hamper","unrelated_med",709.4104,1,18
"pear","lemming","mediated",633.5828,1,18
"couch","bed","category",636.576,0,18
"bed","soap","unrelated_med",2368.6395,1,18
"mouth","hanger","mediated",1080.5669,1,18
"tie","soap","mediated",599.6599,1,18
"mountain","shin","unrelated_med",575.7143,1,18
"camel","legend","unrelated_med",605.6463,1,18
"truck","car","category",564.7392,1,18
"knife","fort","mediated",539.7959,1,18
"hand","sheep","unrelated_cat",553.7642,1,18
"coat","fork","unrelated_cat",634.5805,1,18
"horse","camera","mediated",1598.39,1,18
"carrot","beach","mediated",490.907,1,18
"hammer","pill","unrelated_med",621.61,1,18
"knife","fork","category",547.7778,1,18
"beans","carriage","mediated",677.483,1,18
"pig","truck","unrelated_cat",989.7732,1,18
"camel","house","mediated",622.6077,1,18
"plane","ship","category",729.3651,1,18
"hand","mouth","category",514.8526,1,18
"couch","bell","mediated",956.8481,1,18
"tie","sock","category",914.9433,1,18
"lake","mountain","category",894.9887,1,18
"horse","ship","unrelated_cat",726.3719,1,18
"ship","plane","category",760.2948,1,18
"drill","sheet","unrelated_med",607.6417,1,18
"sock","whiskey","unrelated_med",583.6961,1,18
"hammer","pig","unrelated_cat",663.5147,1,18
"ear","couch","unrelated_cat",668.5034,1,18
"ship","bell","unrelated_med",553.7642,1,18
"lemon","whistle","unrelated_cat",534.8073,1,18
"carrot","leg","unrelated_cat",653.5374,1,18
"hammer","drip","mediated",633.5828,1,18
"table","chair","category",1227.2336,1,18
"ear","pearl","unrelated_med",555.7596,1,18
"chair","moon","unrelated_cat",844.1043,1,18
"whistle","flute","category",856.0771,1,18
"mouth","tie","unrelated_cat",578.7075,1,18
"fork","house","unrelated_med",629.5918,1,18
"ship","drum","unrelated_cat",642.5624,1,18
"chair","ham","unrelated_med",696.4399,1,18
"whistle","fluid","mediated",744.3311,1,18
"couch","tide","unrelated_med",892.9932,1,18
"tie","fluid","unrelated_med",927.9138,1,18
"car","truck","category",993.7642,1,18
"ear","leg","category",1284.1043,1,18
"bed","count","mediated",661.5193,1,18
"star","truffle","unrelated_med",818.1633,1,18
"beans","carrot","category",635.5782,1,18
"car","truffle","mediated",736.3492,1,18
"hammer","drill","category",695.4422,1,18
"carrot","beans","category",760.2948,1,18
"fork","knight","mediated",855.0794,1,18
"table","star","unrelated_cat",888.0045,1,18
"chair","table","category",670.4989,1,18
"drill","horse","unrelated_cat",869.0476,1,18
"coat","hat","category",693.4467,1,18
"harp","lemon","unrelated_cat",833.1293,1,18
"bed","mountain","unrelated_cat",759.2971,1,18
"pear","lemon","category",847.0975,1,18
"chair","tablet","mediated",604.6485,1,18
"flute","sock","unrelated_cat",608.6395,1,18
"drum","pear","unrelated_cat",822.1542,1,18
"bed","couch","category",709.4104,1,18
"car","hand","unrelated_cat",645.5556,1,18
"sheep","car","unrelated_cat",623.6054,1,18
"hat","drug","unrelated_med",588.6848,1,18
"lake","chair","unrelated_cat",815.1701,0,18
"fork","knife","category",1037.6644,1,18
"horse","earth","unrelated_med",870.0454,1,18
"sheep","pig","category",799.2063,1,18
"hat","coal","mediated",591.678,1,18
"beans","ear","unrelated_cat",717.3923,1,18
"flute","stalk","unrelated_med",561.746,1,18
"lake","card","unrelated_med",680.4762,1,18
"fork","coat","unrelated_cat",892.9932,1,18
"pig","sheet","mediated",1170.3628,1,18
"truck","chain","unrelated_med",852.0862,1,18
"flute","whiskey","mediated",577.7098,1,18
"drum","harbour","mediated",528.8209,1,18
"harp","lace","unrelated_med",569.7279,1,18
"coat","harbour","unrelated_med",642.5624,1,18
"pig","sheep","category",676.4853,1,18
"lemon","knight","unrelated_med",590.6803,1,18
"drum","mouse","unrelated_med",584.6939,1,18
"harp","drum","category",508.8662,1,18
"car","tablet","unrelated_med",735.3515,1,18
"truck","card","mediated",NA,0,18
"mountain","flute","unrelated_cat",1065.6009,1,18
"knife","camera","unrelated_med",739.3424,1,18
"drill","hamper","mediated",551.7687,1,18
"couch","lake","unrelated_cat",991.7687,1,18
"mouth","hand","category",551.7687,1,18
"plane","hat","unrelated_cat",1077.5737,1,18
"knife","camel","unrelated_cat",611.6327,1,18
"hat","coat","category",772.2676,1,18
"table","coal","unrelated_med",1112.4943,1,18
"moon","star","category",786.2358,1,18
"hand","mound","mediated",627.5964,1,18
"truck","mouth","unrelated_cat",1185.3288,1,18
"leg","earth","mediated",671.4966,1,18
"drum","harp","category",541.7914,1,18
"whistle","carrot","unrelated_cat",824.1497,1,18
"pear","harp","unrelated_cat",645.5556,1,18
"sheep","hanger","unrelated_med",634.5805,1,18
"tie","hammer","unrelated_cat",913.9456,1,18
"drill","hammer","category",779.2517,1,18
"moon","table","unrelated_cat",879.0249,1,18
"hat","drill","unrelated_cat",590.6803,1,18
"whistle","mood","unrelated_med",869.0476,1,18
"mountain","lake","category",718.39,1,18
"plane","shin","mediated",746.3265,1,18
"moon","plant","unrelated_med",592.6757,1,18
"sock","knife","unrelated_cat",658.5261,1,18
"leg","beans","unrelated_cat",639.5692,1,18
"sheep","pill","mediated",549.7732,1,18
"plane","count","unrelated_med",572.7211,1,18
"star","mood","mediated",763.288,1,18
"ear","legend","mediated",619.6145,1,18
"flute","whistle","category",686.4626,1,18
"moon","stalk","mediated",709.4104,1,18
"sock","tide","mediated",553.7642,1,18
"leg","ear","category",746.3265,1,18
"ship","plant","mediated",730.3628,1,18
"lake","mouse","mediated",835.1247,1,18
"carrot","drip","unrelated_med",660.5215,1,18
"sock","tie","category",513.8549,1,18
"camel","horse","category",681.4739,1,18
"star","bed","unrelated_cat",715.3968,1,18
"harp","drug","mediated",601.6553,1,18
"coat","ham","mediated",899.9773,1,18
"lemon","pear","category",878.0272,1,18
"camel","plane","unrelated_cat",656.5306,1,18
"horse","camel","category",1060.6122,1,18
